Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
GRCg7b.D300713.lib1.stats.tsv	17773348.0	0.0	17773348.0	1.0	8886674.0	8886674.0	12769.0	8480.0	17760579.0	8312.0	17773348.0	0.0	5177.0	0.0	0.0	0.0	2631707093.0	1315902570.0	1315804523.0	1829429.0	1829429.0	0.0	0.0	117844.0	0.06441573	148.0	148.0	148.0	150.0	150.0	150.0	39.3	191.5	72.7	3622.0	592.0	3.0	23.0	0.0	0.07184352661074324	0.047711888609844356	99.92815647338925	0.0467666530807814	100.0	0.0	0.029127882940231633	0.0
GRCg7b.D300714.lib1.stats.tsv	41258088.0	0.0	41258088.0	1.0	20629044.0	20629044.0	3932.0	676.0	41254156.0	662.0	41258088.0	0.0	457.0	0.0	0.0	0.0	6106677334.0	3053582887.0	3053094447.0	535916.0	535916.0	0.0	0.0	12430.0	0.02319393	148.0	148.0	148.0	150.0	150.0	150.0	39.4	184.1	68.7	294.0	41.0	0.0	3.0	0.0	0.009530252589504391	0.001638466620169117	99.99046974741049	0.0016045338795147267	100.0	0.0	0.0011076616056468734	0.0
GRCg7b.D300715.lib1.stats.tsv	1207290.0	0.0	1207290.0	1.0	603645.0	603645.0	25629.0	18528.0	1181661.0	18190.0	1207290.0	0.0	11718.0	0.0	0.0	0.0	178611336.0	89307556.0	89303780.0	3699961.0	3699961.0	0.0	0.0	261967.0	0.07080264	148.0	148.0	148.0	150.0	150.0	150.0	39.0	192.6	70.5	8026.0	1181.0	6.0	51.0	1.5	2.122853663991253	1.534676838207887	97.87714633600875	1.5066802508096646	100.0	0.0	0.9706035832318664	0.0
GRCg7b.D300716.lib1.stats.tsv	3513466.0	0.0	3513466.0	1.0	1756733.0	1756733.0	47402.0	38488.0	3466064.0	37660.0	3513466.0	0.0	24568.0	0.0	0.0	0.0	512160864.0	256058158.0	256102706.0	6374443.0	6374443.0	0.0	0.0	468584.0	0.0735098	146.0	146.0	146.0	150.0	150.0	150.0	39.2	165.8	72.8	15172.0	3926.0	16.0	130.0	1.1	1.3491520908413515	1.0954425060609665	98.65084790915864	1.0718760335235917	100.0	0.0	0.6992525329688689	0.0
GRCg7b.D300717.lib1.stats.tsv	2671374.0	0.0	2671374.0	1.0	1335687.0	1335687.0	19081.0	14266.0	2652293.0	14020.0	2671374.0	0.0	8478.0	0.0	0.0	0.0	394686706.0	197345649.0	197341057.0	2729597.0	2729597.0	0.0	0.0	188068.0	0.06889955	148.0	148.0	148.0	150.0	150.0	150.0	39.3	184.3	67.7	6055.0	1049.0	3.0	26.0	0.5	0.7142766231909122	0.534032299483337	99.28572337680909	0.5248235552191495	100.0	0.0	0.31736477183651557	0.0
GRCg7b.D300718.lib1.stats.tsv	12243260.0	0.0	12243260.0	1.0	6121630.0	6121630.0	21080.0	15652.0	12222180.0	15230.0	12243260.0	0.0	10271.0	0.0	0.0	0.0	1811124275.0	905608684.0	905515591.0	3021673.0	3021673.0	0.0	0.0	215325.0	0.07126019	148.0	148.0	148.0	150.0	150.0	150.0	39.4	182.0	67.6	6781.0	968.0	11.0	66.0	0.1	0.1721763647917303	0.12784176763378383	99.82782363520826	0.12439497323425297	100.0	0.0	0.08389105516014525	0.0
GRCg7b.D300719.lib1.stats.tsv	29645628.0	0.0	29645628.0	1.0	14822814.0	14822814.0	6129.0	3264.0	29639499.0	3180.0	29645628.0	0.0	2279.0	0.0	0.0	0.0	4394977448.0	2197569952.0	2197407496.0	865048.0	865048.0	0.0	0.0	47866.0	0.05533335	148.0	148.0	148.0	150.0	150.0	150.0	39.4	186.7	74.4	1410.0	206.0	1.0	15.0	0.0	0.020674212062567875	0.011010055175758125	99.97932578793744	0.010726708167558467	100.0	0.0	0.007687474186750235	0.0
GRCg7b.D300720.lib1.stats.tsv	8882894.0	0.0	8882894.0	1.0	4441447.0	4441447.0	19959.0	15596.0	8862935.0	15362.0	8882894.0	0.0	8633.0	0.0	0.0	0.0	1313349811.0	656680365.0	656669446.0	2764257.0	2764257.0	0.0	0.0	186811.0	0.06758091	148.0	148.0	148.0	150.0	150.0	150.0	39.4	169.1	65.5	6251.0	1514.0	2.0	31.0	0.2	0.2246902867466391	0.17557341109777963	99.77530971325336	0.1729391344757688	100.0	0.0	0.0971867952043557	0.0
GRCg7b.D300721.lib1.stats.tsv	30050066.0	0.0	30050066.0	1.0	15025033.0	15025033.0	5099.0	1846.0	30044967.0	1808.0	30050066.0	0.0	1239.0	0.0	0.0	0.0	4454176009.0	2227250870.0	2226925139.0	709219.0	709219.0	0.0	0.0	27189.0	0.03833654	148.0	148.0	148.0	150.0	150.0	150.0	39.4	182.9	77.6	772.0	146.0	1.0	4.0	0.0	0.016968348755041003	0.006143081349638301	99.98303165124496	0.006016625720555822	100.0	0.0	0.004123119064031341	0.0
GRCg7b.D300722.lib1.stats.tsv	3704546.0	0.0	3704546.0	1.0	1852273.0	1852273.0	30606.0	25188.0	3673940.0	24758.0	3704546.0	0.0	13158.0	0.0	0.0	0.0	537134713.0	268556218.0	268578495.0	4032871.0	4032871.0	0.0	0.0	271294.0	0.06727069	145.0	145.0	145.0	150.0	150.0	150.0	39.3	160.5	70.7	9617.0	2911.0	2.0	64.0	0.7	0.8261741114835665	0.6799213722815157	99.17382588851643	0.6683140120273847	100.0	0.0	0.35518522377640876	0.0
GRCg7b.D300723.lib1.stats.tsv	48684268.0	0.0	48684268.0	1.0	24342134.0	24342134.0	4624.0	1246.0	48679644.0	1218.0	48684268.0	0.0	766.0	0.0	0.0	0.0	7211722162.0	3606044568.0	3605677594.0	643151.0	643151.0	0.0	0.0	19135.0	0.02975196	148.0	148.0	148.0	150.0	150.0	150.0	39.4	179.5	76.6	504.0	111.0	0.0	8.0	0.0	0.009497934733248942	0.0025593483299368907	99.99050206526675	0.002501834884320331	100.0	0.0	0.0015734035479387303	0.0
GRCg7b.D300724.lib1.stats.tsv	23980874.0	0.0	23980874.0	1.0	11990437.0	11990437.0	14926.0	9736.0	23965948.0	9554.0	23980874.0	0.0	6603.0	0.0	0.0	0.0	3558662926.0	1779353704.0	1779309222.0	2146119.0	2146119.0	0.0	0.0	143231.0	0.06673954	148.0	148.0	148.0	150.0	150.0	150.0	39.4	189.6	69.0	4260.0	588.0	1.0	19.0	0.0	0.062241267770307286	0.04059902070291516	99.9377587322297	0.03984008255912608	100.0	0.0	0.02753444265626015	0.0
